id;cím;szerző
SF-600;A Plazma Árnyék;Amelia Németh
SF-601;A Neo Kapcsolat;Charlotte Moore
SF-602;A Cyber Varázs;András Kovács
SF-603;A Plazma Kaland;Mária Kovács
SF-604;A Idő Háború;Anna Lee
SF-605;A Warp Portál;János Jones
SF-606;A Holo Birodalom;William Harris
SF-607;A Idő Exodus;Anna Harris
SF-608;A Kvazar Kapcsolat;Thomas Tóth
SF-609;A Idő Kaland;Mária Moore
SF-610;A Elektron Kapcsolat;Éva Varga
SF-611;A Neo Portál;Joseph Thomas
SF-612;A Dimenzió Felkelés;Olivia Németh
SF-613;A Cyber Végzet;Robert Varga
SF-614;A Fotón Ködök;William Harris
SF-615;A Andromeda Kolónia;Isabella Miller
SF-616;A Kvazar Ébredés;Joseph Németh
SF-617;A Kvazar Birodalom;István Farkas
SF-618;A Astro Utazó;David Harris
SF-619;A Fotón Utazó;Ágnes Martinez
SF-620;A Kvantum Felkelés;János Johnson
SF-621;A Neo Utazó;Ava Davis
SF-622;A Neutron Titok;Péter Martinez
SF-623;A Neutron Végzet;James Rodriguez
SF-624;A Dimenzió Ködök;Isabella Martinez
SF-625;A Fotón Invázió;Robert Harris
SF-626;A Astro Küldetés;Ava Varga
SF-627;A Holo Kolónia;Eszter Szabó
SF-628;A Neo Ébredés;Richard Lee
SF-629;A Astro Varázs;Ágnes Jackson
SF-630;A Astro Árnyék;David Moore
SF-631;A Neutron Kapcsolat;Gábor Jones
SF-632;A Neo Ébredés;David Varga
SF-633;A Kvazar Invázió;Emma Lee
SF-634;A Galaktikus Háború;Zsuzsanna Tóth
SF-635;A Elektron Utazó;William Kiss
SF-636;A Neo Birodalom;Charlotte Farkas
SF-637;A Idő Árnyék;David Lee
SF-638;A Plazma Kapcsolat;Michael Smith
SF-639;A Galaktikus Végzet;Mihály Martinez
SF-640;A Kvantum Kaland;Anna Thomas
SF-641;A Elektron Kapcsolat;László Thomas
SF-642;A Kvazar Ébredés;Emma Johnson
SF-643;A Csillag Invázió;Emma Moore
SF-644;A Cyber Küldetés;Robert Szabó
SF-645;A Fotón Kolónia;János Johnson
SF-646;A Neutron Kaland;Mária Rodriguez
SF-647;A Kvazar Kolónia;Zsuzsanna Kovács
SF-648;A Elektron Varázs;Richard Jones
SF-649;A Szingularitás Kapcsolat;William Miller
SF-650;A Kvantum Kapcsolat;Anna Jackson
SF-651;A Szingularitás Varázs;Michael Johnson
SF-652;A Andromeda Utazó;Zsuzsanna White
SF-653;A Kvazar Kolónia;Amelia Miller
SF-654;A Andromeda Háború;Isabella Moore
SF-655;A Galaktikus Küldetés;Olivia Martinez
SF-656;A Dimenzió Birodalom;István Harris
SF-657;A Astro Árnyék;Eszter Williams
SF-658;A Warp Portál;Sophia Anderson
SF-659;A Fotón Kolónia;Péter Anderson
SF-660;A Dimenzió Kapcsolat;Anna Williams
SF-661;A Neo Paradoxon;Robert Farkas
SF-662;A Neutron Kapcsolat;Eszter Taylor
SF-663;A Neutron Végzet;Péter Nagy
SF-664;A Csillag Kapcsolat;Thomas Varga
SF-665;A Plazma Kolónia;Eszter Varga
SF-666;A Csillag Portál;Mária Martin
SF-667;A Szingularitás Ködök;Thomas Varga
SF-668;A Kvantum Felkelés;Joseph Williams
SF-669;A Kvazar Végzet;Ágnes Taylor
SF-670;A Idő Végzet;Robert Lee
SF-671;A Galaktikus Kapcsolat;Mihály Brown
SF-672;A Csillag Birodalom;Richard Martin
SF-673;A Holo Birodalom;Ágnes Nagy
SF-674;A Cyber Árnyék;William White
SF-675;A Elektron Háború;Mihály Thomas
SF-676;A Neo Ébredés;Charlotte Davis
SF-677;A Kvantum Kapcsolat;William Moore
SF-678;A Warp Végzet;Joseph Farkas
SF-679;A Kvantum Küldetés;William Smith
SF-680;A Andromeda Titok;Amelia Miller
SF-681;A Astro Küldetés;Zsuzsanna Johnson
SF-682;A Krono Paradoxon;Katalin Smith
SF-683;A Neutron Utazó;Mihály Kovács
SF-684;A Csillag Kaland;Mihály Smith
SF-685;A Plazma Exodus;András Horváth
SF-686;A Cyber Birodalom;Anna Miller
SF-687;A Idő Küldetés;László Thomas
SF-688;A Andromeda Küldetés;András Smith
SF-689;A Galaktikus Varázs;Zsuzsanna Molnár
SF-690;A Andromeda Utazó;William Miller
SF-691;A Elektron Portál;Isabella Varga
SF-692;A Holo Árnyék;Gábor Smith
SF-693;A Dimenzió Kolónia;Mihály Rodriguez
SF-694;A Andromeda Kaland;Péter Smith
SF-695;A Dimenzió Portál;Joseph Harris
SF-696;A Warp Birodalom;Sophia Moore
SF-697;A Kvazar Küldetés;Richard Szabó
SF-698;A Szingularitás Birodalom;Péter Taylor
SF-699;A Kvantum Paradoxon;Emma Anderson
SF-700;A Elektron Kolónia;David Davis
SF-701;A Astro Invázió;Charlotte Szabó
SF-702;A Szingularitás Paradoxon;Isabella Szabó
SF-703;A Krono Végzet;Ágnes Miller
SF-704;A Dimenzió Kaland;James Johnson
SF-705;A Galaktikus Utazó;Isabella Anderson
SF-706;A Krono Küldetés;Anna Németh
SF-707;A Neo Invázió;Gábor Martin
SF-708;A Neutron Utazó;Joseph Tóth
SF-709;A Kvantum Utazó;Robert Martinez
SF-710;A Kvazar Paradoxon;Olivia Garcia
SF-711;A Galaktikus Utazó;Katalin Lee
SF-712;A Fotón Árnyék;Robert Anderson
SF-713;A Kvazar Végzet;David Jones
SF-714;A Idő Kapcsolat;Emma Anderson
SF-715;A Kvazar Portál;András Williams
SF-716;A Neo Kapcsolat;Katalin Martinez
SF-717;A Dimenzió Felkelés;László Williams
SF-718;A Kvantum Exodus;Sophia Johnson
SF-719;A Kvazar Utazó;István Johnson
SF-720;A Astro Háború;András Harris
SF-721;A Szingularitás Exodus;Joseph Moore
SF-722;A Warp Kolónia;Michael White
SF-723;A Cyber Árnyék;Péter Brown
SF-724;A Idő Kaland;Thomas Rodriguez
SF-725;A Neutron Végzet;Mihály Martin
SF-726;A Plazma Felkelés;Robert Thomas
SF-727;A Plazma Invázió;Amelia Taylor
SF-728;A Warp Kapcsolat;Emma Miller
SF-729;A Cyber Utazó;Zsuzsanna Lee
SF-730;A Galaktikus Portál;László Miller
SF-731;A Krono Birodalom;István Nagy
SF-732;A Neo Birodalom;Isabella Smith
SF-733;A Kvantum Ébredés;Emma Smith
SF-734;A Kvazar Küldetés;Sophia Nagy
SF-735;A Warp Titok;Isabella Jones
SF-736;A Holo Kapcsolat;Isabella Molnár
SF-737;A Plazma Exodus;Joseph Farkas
SF-738;A Plazma Kolónia;Éva Molnár
SF-739;A Kvazar Birodalom;István Nagy
SF-740;A Kvazar Utazó;Gábor Moore
SF-741;A Krono Kapcsolat;Katalin Brown
SF-742;A Kvantum Varázs;Joseph Tóth
SF-743;A Andromeda Paradoxon;Joseph Moore
SF-744;A Fotón Exodus;Robert Johnson
SF-745;A Neutron Végzet;Eszter Jackson
SF-746;A Kvazar Felkelés;Sophia Lee
SF-747;A Plazma Birodalom;Richard Martin
SF-748;A Neutron Ébredés;Amelia Horváth
SF-749;A Csillag Kaland;Mihály Martinez
SF-750;A Elektron Paradoxon;János Nagy
SF-751;A Dimenzió Árnyék;János Szabó
SF-752;A Idő Paradoxon;Zsuzsanna Smith
SF-753;A Cyber Kolónia;András Miller
SF-754;A Neo Felkelés;Amelia Harris
SF-755;A Dimenzió Exodus;Gábor Nagy
SF-756;A Neutron Küldetés;Sophia Moore
SF-757;A Warp Kolónia;Amelia Miller
SF-758;A Neutron Ködök;Amelia Davis
SF-759;A Elektron Kaland;Amelia Davis
SF-760;A Plazma Kaland;Anna Anderson
SF-761;A Astro Exodus;Eszter Szabó
SF-762;A Dimenzió Háború;Olivia Farkas
SF-763;A Neutron Varázs;Robert Horváth
SF-764;A Andromeda Invázió;Olivia Rodriguez
SF-765;A Neo Varázs;Péter Lee
SF-766;A Holo Portál;Gábor Brown
SF-767;A Szingularitás Birodalom;Emma Kovács
SF-768;A Neo Paradoxon;Eszter Davis
SF-769;A Galaktikus Háború;Olivia Harris
SF-770;A Kvazar Háború;Judit Williams
SF-771;A Plazma Végzet;Mária Davis
SF-772;A Szingularitás Árnyék;Thomas Garcia
SF-773;A Cyber Árnyék;Robert Garcia
SF-774;A Kvazar Ködök;Amelia Jones
SF-775;A Neutron Árnyék;Amelia Varga
SF-776;A Elektron Háború;János Kovács
SF-777;A Andromeda Titok;William Jones
SF-778;A Neutron Utazó;Mária Martin
SF-779;A Warp Utazó;David Taylor
SF-780;A Kvazar Kaland;János Thomas
SF-781;A Galaktikus Végzet;Judit Németh
SF-782;A Krono Kapcsolat;Zsuzsanna Rodriguez
SF-783;A Dimenzió Küldetés;David White
SF-784;A Fotón Invázió;Sophia Horváth
SF-785;A Neo Felkelés;István Williams
SF-786;A Neo Végzet;Joseph Williams
SF-787;A Krono Kapcsolat;Judit Martin
SF-788;A Kvantum Birodalom;Olivia Thompson
SF-789;A Holo Birodalom;Joseph Szabó
SF-790;A Csillag Invázió;Mihály Kovács
SF-791;A Cyber Exodus;Ágnes Nagy
SF-792;A Astro Ébredés;David Varga
SF-793;A Idő Varázs;Michael Tóth
SF-794;A Idő Küldetés;István Martinez
SF-795;A Galaktikus Küldetés;Ava Jackson
SF-796;A Fotón Utazó;Sophia Kiss
SF-797;A Fotón Portál;Gábor Miller
SF-798;A Cyber Exodus;Emma Taylor
SF-799;A Cyber Utazó;János Martinez
SF-800;A Szingularitás Birodalom;Richard Taylor
SF-801;A Fotón Felkelés;William Horváth
SF-802;A Astro Portál;István Rodriguez
SF-803;A Elektron Háború;Mihály Garcia
SF-804;A Neo Invázió;Ágnes Martinez
SF-805;A Galaktikus Kaland;William Anderson
SF-806;A Dimenzió Portál;Ágnes Thomas
SF-807;A Holo Kapcsolat;Robert Martinez
SF-808;A Fotón Kaland;Emma Taylor
SF-809;A Csillag Küldetés;Mária Johnson
SF-810;A Kvazar Varázs;András Németh
SF-811;A Neutron Kapcsolat;Éva Taylor
SF-812;A Fotón Ködök;Katalin Brown
SF-813;A Astro Exodus;Sophia Szabó
SF-814;A Kvantum Exodus;András Jones
SF-815;A Warp Ébredés;Ágnes Kiss
SF-816;A Plazma Paradoxon;Amelia Németh
SF-817;A Dimenzió Kaland;Ava Miller
SF-818;A Warp Ködök;László Davis
SF-819;A Szingularitás Varázs;Amelia Jackson
SF-820;A Elektron Paradoxon;László Martin
SF-821;A Kvazar Ködök;Mária Thomas
SF-822;A Fotón Felkelés;Zsuzsanna Tóth
SF-823;A Fotón Árnyék;Eszter Harris
SF-824;A Astro Utazó;Olivia Johnson
SF-825;A Dimenzió Portál;Ágnes Brown
SF-826;A Dimenzió Kapcsolat;László Nagy
SF-827;A Holo Végzet;Ava White
SF-828;A Neutron Kaland;Judit Anderson
SF-829;A Szingularitás Ködök;James Martin
SF-830;A Fotón Felkelés;William Molnár
SF-831;A Andromeda Utazó;David Harris
SF-832;A Neutron Kapcsolat;Péter Williams
SF-833;A Neutron Paradoxon;Isabella Kovács
SF-834;A Idő Küldetés;Zsuzsanna Williams
SF-835;A Kvazar Invázió;David Garcia
SF-836;A Warp Kapcsolat;Thomas Taylor
SF-837;A Csillag Exodus;Olivia Williams
SF-838;A Kvazar Portál;Eszter Taylor
SF-839;A Plazma Ködök;Katalin Davis
SF-840;A Holo Háború;Isabella Lee
SF-841;A Astro Birodalom;Isabella Davis
SF-842;A Andromeda Kapcsolat;Emma Miller
SF-843;A Kvantum Paradoxon;Katalin Tóth
SF-844;A Cyber Háború;Richard Lee
SF-845;A Krono Végzet;William Brown
SF-846;A Krono Utazó;Isabella Tóth
SF-847;A Kvazar Ködök;Richard Jackson
SF-848;A Kvantum Titok;Zsuzsanna Lee
SF-849;A Neo Felkelés;Amelia Johnson
SF-850;A Idő Varázs;David Williams
SF-851;A Csillag Árnyék;Emma Thompson
SF-852;A Holo Paradoxon;Charlotte Lee
SF-853;A Neutron Kaland;Robert Molnár
SF-854;A Dimenzió Felkelés;Katalin Kovács
SF-855;A Andromeda Ködök;William Farkas
SF-856;A Andromeda Varázs;Judit Kovács
SF-857;A Szingularitás Utazó;István White
SF-858;A Szingularitás Varázs;Ava Jackson
SF-859;A Plazma Árnyék;Amelia Nagy
SF-860;A Elektron Invázió;Mária Brown
SF-861;A Elektron Árnyék;Isabella Martinez
SF-862;A Plazma Kolónia;Olivia Tóth
SF-863;A Neutron Birodalom;Sophia Thomas
SF-864;A Csillag Varázs;James Johnson
SF-865;A Csillag Exodus;Olivia Moore
SF-866;A Warp Exodus;Joseph Davis
SF-867;A Idő Küldetés;Judit Smith
SF-868;A Krono Árnyék;Katalin Horváth
SF-869;A Idő Paradoxon;István Jackson
SF-870;A Neutron Háború;András Horváth
SF-871;A Galaktikus Kaland;Richard Thomas
SF-872;A Kvantum Árnyék;András Rodriguez
SF-873;A Kvantum Küldetés;István Harris
SF-874;A Plazma Háború;Eszter Jackson
SF-875;A Csillag Küldetés;Eszter Miller
SF-876;A Csillag Utazó;Péter Miller
SF-877;A Holo Titok;Thomas Farkas
SF-878;A Warp Paradoxon;Katalin Tóth
SF-879;A Cyber Portál;Ava Nagy
SF-880;A Csillag Kaland;Olivia Martin
SF-881;A Idő Invázió;Eszter Jackson
SF-882;A Plazma Birodalom;Charlotte White
SF-883;A Plazma Exodus;János Farkas
SF-884;A Csillag Ködök;Charlotte Martin
SF-885;A Szingularitás Kaland;Emma Jones
SF-886;A Csillag Árnyék;Thomas Smith
SF-887;A Dimenzió Háború;Robert Thompson
SF-888;A Neo Küldetés;Charlotte Varga
SF-889;A Warp Kolónia;William Martin
SF-890;A Warp Paradoxon;Charlotte Varga
SF-891;A Szingularitás Varázs;Katalin Garcia
SF-892;A Dimenzió Portál;Katalin Smith
SF-893;A Holo Exodus;James Davis
SF-894;A Kvantum Végzet;Richard Jackson
SF-895;A Krono Birodalom;István White
SF-896;A Kvazar Exodus;Emma Jones
SF-897;A Warp Küldetés;Judit Miller
SF-898;A Idő Kapcsolat;Péter Kovács
SF-899;A Plazma Exodus;Thomas Harris
SF-900;A Andromeda Birodalom;Charlotte Johnson
SF-901;A Holo Exodus;Gábor Horváth
SF-902;A Csillag Háború;Isabella Martinez
SF-903;A Csillag Varázs;Éva Martinez
SF-904;A Warp Kolónia;Anna Szabó
SF-905;A Krono Felkelés;Éva Davis
SF-906;A Szingularitás Exodus;János Garcia
SF-907;A Csillag Portál;János Harris
SF-908;A Holo Varázs;Isabella Smith
SF-909;A Plazma Felkelés;David Johnson
SF-910;A Warp Kolónia;Amelia Harris
SF-911;A Csillag Árnyék;Richard Taylor
SF-912;A Fotón Utazó;Olivia Rodriguez
SF-913;A Csillag Portál;Mária Molnár
SF-914;A Astro Invázió;Amelia Tóth
SF-915;A Galaktikus Paradoxon;Ava Thompson
SF-916;A Neo Invázió;William Moore
SF-917;A Neo Háború;Robert Miller
SF-918;A Neutron Végzet;Thomas Garcia
SF-919;A Idő Háború;Joseph Farkas
SF-920;A Elektron Háború;Emma Kovács
SF-921;A Galaktikus Kolónia;Amelia Miller
SF-922;A Fotón Paradoxon;Ágnes Harris
SF-923;A Dimenzió Varázs;Ágnes Rodriguez
SF-924;A Galaktikus Varázs;Ava Harris
SF-925;A Neo Birodalom;András Martin
SF-926;A Galaktikus Utazó;William Kovács
SF-927;A Kvazar Kapcsolat;Ava Davis
SF-928;A Idő Ébredés;Ágnes Varga
SF-929;A Idő Invázió;Katalin Kiss
SF-930;A Galaktikus Invázió;Judit Thomas
SF-931;A Holo Utazó;Éva Thompson
SF-932;A Idő Birodalom;János Lee
SF-933;A Kvantum Kolónia;Ágnes Taylor
SF-934;A Elektron Árnyék;Emma Williams
SF-935;A Neutron Felkelés;Katalin Harris
SF-936;A Plazma Háború;Ágnes Molnár
SF-937;A Galaktikus Kaland;Emma Taylor
SF-938;A Andromeda Varázs;Mária White
SF-939;A Cyber Felkelés;Gábor Nagy
SF-940;A Krono Árnyék;András Garcia
SF-941;A Szingularitás Kaland;Gábor Németh
SF-942;A Neo Varázs;Olivia Varga
SF-943;A Szingularitás Felkelés;Sophia Johnson
SF-944;A Fotón Varázs;James Taylor
SF-945;A Neo Küldetés;Anna Moore
SF-946;A Holo Árnyék;István Garcia
SF-947;A Fotón Ébredés;János Harris
SF-948;A Kvazar Portál;Robert Szabó
SF-949;A Plazma Küldetés;Sophia Martin
SF-950;A Krono Exodus;Ava Horváth
SF-951;A Dimenzió Küldetés;Charlotte Molnár
SF-952;A Andromeda Varázs;Mihály Horváth
SF-953;A Astro Exodus;Eszter Rodriguez
SF-954;A Kvantum Portál;Katalin Harris
SF-955;A Dimenzió Ködök;Emma Varga
SF-956;A Szingularitás Küldetés;András Rodriguez
SF-957;A Kvazar Varázs;Ava Tóth
SF-958;A Krono Kaland;Isabella Moore
SF-959;A Dimenzió Varázs;Zsuzsanna Kiss
SF-960;A Plazma Árnyék;Péter Németh
SF-961;A Fotón Végzet;János Davis
SF-962;A Idő Háború;Mihály Varga
SF-963;A Dimenzió Kaland;Éva Taylor
SF-964;A Elektron Árnyék;Amelia Molnár
SF-965;A Elektron Végzet;Michael Tóth
SF-966;A Cyber Háború;Zsuzsanna Thompson
SF-967;A Neo Ködök;Mihály Anderson
SF-968;A Plazma Varázs;Péter Miller
SF-969;A Csillag Felkelés;Emma Brown
SF-970;A Elektron Kapcsolat;Robert Kovács
SF-971;A Dimenzió Végzet;Richard Thompson
SF-972;A Csillag Titok;Mihály White
SF-973;A Neo Utazó;László Davis
SF-974;A Fotón Invázió;László Németh
SF-975;A Kvantum Felkelés;Joseph Rodriguez
SF-976;A Idő Paradoxon;Amelia Németh
SF-977;A Neo Utazó;James White
SF-978;A Krono Exodus;Richard White
SF-979;A Idő Küldetés;Anna Johnson
SF-980;A Kvantum Paradoxon;Eszter Lee
SF-981;A Elektron Invázió;Sophia Szabó
SF-982;A Plazma Küldetés;Gábor Moore
SF-983;A Idő Exodus;János Anderson
SF-984;A Kvazar Varázs;Eszter Rodriguez
SF-985;A Elektron Kaland;Sophia Martinez
SF-986;A Plazma Kolónia;Richard Thompson
SF-987;A Cyber Varázs;Éva Németh
SF-988;A Elektron Paradoxon;Ava Jackson
SF-989;A Neo Exodus;Charlotte Tóth
SF-990;A Krono Végzet;Ava White
SF-991;A Holo Végzet;János Johnson
SF-992;A Holo Invázió;László Williams
SF-993;A Neo Kapcsolat;Mária Jones
SF-994;A Kvazar Ébredés;Thomas Williams
SF-995;A Krono Portál;Robert Garcia
SF-996;A Neutron Invázió;William Szabó
SF-997;A Fotón Varázs;Richard Molnár
SF-998;A Kvantum Kaland;János Johnson
SF-999;A Warp Kaland;Katalin Martinez
SF-1000;A Plazma Exodus;András Szabó
DR-001;Otthon és Visszhang;Olivia Horváth
DR-002;Szavak és Család;Mária Miller
DR-003;Szerelem és Könnyek;András Jackson
DR-004;Fájdalom és Sors;László Thompson
DR-005;Visszhang és Szenvedély;Isabella Kiss
DR-006;Bocsánat és Titkok;Richard Martin
DR-007;Veszteség és Titkok;Joseph Varga
DR-008;Titkok és Visszatérés;Zsuzsanna Jones
DR-009;Szavak és Bocsánat;István Taylor
DR-010;Igazság és Sors;András Martin
DR-011;Árulás és Hallgatás;Ava Taylor
DR-012;Otthon és Bocsánat;Zsuzsanna White
DR-013;Áldozat és Idegen;Mária Moore
DR-014;Család és Emlékezet;Mária Taylor
DR-015;Út és Szenvedély;Péter Thomas
DR-016;Fájdalom és Sors;Robert Farkas
DR-017;Idegen és Emlékezet;Charlotte Farkas
DR-018;Titkok és Igazság;Judit Farkas
DR-019;Út és Gyász;Joseph Rodriguez
DR-020;Találkozás és Sors;Charlotte Harris
DR-021;Választás és Visszatérés;Michael Molnár
DR-022;Igazság és Visszhang;Judit Nagy
DR-023;Remény és Titkok;Mihály Horváth
DR-024;Veszteség és Ígéret;Katalin Miller
DR-025;Idegen és Szerelem;Amelia Thompson
DR-026;Út és Bocsánat;Olivia Harris
DR-027;Gyász és Áldozat;Gábor Jackson
DR-028;Remény és Bűn;Robert Taylor
DR-029;Igazság és Hazugság;Katalin Nagy
DR-030;Otthon és Titkok;László Nagy
DR-031;Áldozat és Találkozás;Olivia Martin
DR-032;Fájdalom és Visszatérés;Ágnes Taylor
DR-033;Bűn és Igazság;Olivia Kovács
DR-034;Gyász és Remény;János Martinez
DR-035;Árulás és Remény;Robert Miller
DR-036;Szavak és Út;Anna Jackson
DR-037;Idegen és Szerelem;Richard Molnár
DR-038;Szerelem és Áldozat;Mária Thomas
DR-039;Visszhang és Bocsánat;Emma Lee
DR-040;Sors és Emlékezet;Sophia Kiss
DR-041;Veszteség és Találkozás;Judit Martinez
DR-042;Család és Igazság;Ágnes Moore
DR-043;Szavak és Szerelem;Michael Farkas
DR-044;Árulás és Titkok;András Moore
DR-045;Titkok és Igazság;Sophia Kiss
DR-046;Árulás és Bocsánat;András Nagy
DR-047;Visszatérés és Áldozat;Robert Davis
DR-048;Igazság és Búcsú;Ágnes Horváth
DR-049;Visszhang és Titkok;James Smith
DR-050;Bocsánat és Árulás;Katalin Brown
DR-051;Ígéret és Áldozat;Éva Martin
DR-052;Hazugság és Otthon;Olivia Jones
DR-053;Gyász és Család;Richard Anderson
DR-054;Hallgatás és Árulás;Eszter Smith
DR-055;Sors és Idegen;Michael White
DR-056;Ígéret és Otthon;Isabella Harris
DR-057;Igazság és Áldozat;Eszter Nagy
DR-058;Veszteség és Titkok;Richard Nagy
DR-059;Emlékezet és Veszteség;János Smith
DR-060;Találkozás és Család;David Davis
DR-061;Szerelem és Hazugság;Richard Thomas
DR-062;Idegen és Szenvedély;Anna Thompson
DR-063;Könnyek és Gyász;Katalin Thompson
DR-064;Titkok és Hallgatás;David Taylor
DR-065;Gyász és Találkozás;James Varga
DR-066;Veszteség és Szerelem;Ava Nagy
DR-067;Idegen és Sors;Olivia Szabó
DR-068;Titkok és Áldozat;János Moore
DR-069;Titkok és Igazság;Emma Jones
DR-070;Ígéret és Árulás;Ágnes Thompson
DR-071;Hallgatás és Búcsú;Ágnes White
DR-072;Ígéret és Árulás;David Miller
DR-073;Szavak és Hallgatás;András Garcia
DR-074;Bűn és Visszatérés;Sophia Rodriguez
DR-075;Találkozás és Ígéret;András Martin
DR-076;Emlékezet és Búcsú;Péter Németh
DR-077;Visszhang és Szenvedély;István Brown
DR-078;Idegen és Visszhang;Ava Martin
DR-079;Remény és Találkozás;Charlotte Szabó
DR-080;Árulás és Könnyek;Amelia Williams
DR-081;Visszatérés és Idegen;Emma Varga
DR-082;Bocsánat és Hallgatás;Sophia Horváth
DR-083;Árulás és Gyász;Olivia Martinez
DR-084;Ígéret és Hazugság;Olivia Kovács
DR-085;Szerelem és Visszatérés;David Molnár
DR-086;Remény és Emlékezet;Katalin Martin
DR-087;Veszteség és Remény;Richard Jones
DR-088;Visszhang és Család;Ágnes Szabó
DR-089;Találkozás és Család;Péter Miller
DR-090;Áldozat és Áldozat;Michael Anderson
DR-091;Árulás és Hallgatás;Ágnes Anderson
DR-092;Otthon és Áldozat;Judit Tóth
DR-093;Ígéret és Veszteség;Gábor Farkas
DR-094;Szavak és Út;Joseph White
DR-095;Szavak és Árulás;Ágnes Martinez
DR-096;Könnyek és Igazság;Charlotte Szabó
DR-097;Bocsánat és Szavak;Ava Martin
DR-098;Fájdalom és Bocsánat;Michael Tóth
DR-099;Idegen és Találkozás;Joseph Moore
DR-100;Igazság és Ígéret;William Szabó
DR-101;Veszteség és Emlékezet;Thomas Rodriguez
DR-102;Emlékezet és Titkok;Sophia Molnár
DR-103;Választás és Szenvedély;David Johnson
DR-104;Remény és Remény;János Jones
DR-105;Igazság és Remény;Amelia Kiss
DR-106;Szenvedély és Hazugság;Gábor Lee
DR-107;Árulás és Fájdalom;Judit Williams
DR-108;Búcsú és Árulás;Isabella White
DR-109;Emlékezet és Találkozás;Charlotte Kovács
DR-110;Hallgatás és Gyász;William Németh
DR-111;Könnyek és Árulás;András Taylor
DR-112;Idegen és Fájdalom;Mária Rodriguez
DR-113;Hallgatás és Visszatérés;Eszter Jackson
DR-114;Ígéret és Igazság;James White
DR-115;Árulás és Hallgatás;Michael Molnár
DR-116;Út és Bűn;Charlotte Rodriguez
DR-117;Igazság és Bocsánat;Gábor Brown
DR-118;Idegen és Ígéret;Robert Varga
DR-119;Szavak és Szenvedély;Amelia Davis
DR-120;Emlékezet és Választás;Joseph Harris
DR-121;Veszteség és Szerelem;Emma Lee
DR-122;Idegen és Visszhang;Isabella Taylor
DR-123;Hallgatás és Szenvedély;David Nagy
DR-124;Sors és Visszatérés;Zsuzsanna White
DR-125;Könnyek és Fájdalom;David Williams
DR-126;Veszteség és Szenvedély;Gábor Brown
DR-127;Árulás és Otthon;Judit Thompson
